sample_id,machine_id,fault_mode,severity,rpm,load_percent,split,provenance
FGOE-00-0020,SIM-RM-06,normal,0.0,1787.1519188723307,93.28747372404862,train,ForgeGuard physics-informed generator
FGOE-00-0021,SIM-RM-07,normal,0.0,2050.265102002249,56.86566489674287,train,ForgeGuard physics-informed generator
FGOE-00-0022,SIM-RM-08,normal,0.0,2182.259801395201,91.33350502477613,train,ForgeGuard physics-informed generator
FGOE-00-0023,SIM-RM-09,normal,0.0,1737.4783790301744,55.182967275117086,validation,ForgeGuard physics-informed generator
FGOE-00-0024,SIM-RM-10,normal,0.0,2032.4955039749755,44.78267385265168,validation,ForgeGuard physics-informed generator
FGOE-00-0025,SIM-RM-11,normal,0.0,1549.9082024751083,35.51535888257039,test,ForgeGuard physics-informed generator
FGOE-00-0026,SIM-RM-12,normal,0.0,2136.9243775021387,81.53955996144225,test,ForgeGuard physics-informed generator
FGOE-00-0027,SIM-RM-13,normal,0.0,2055.165378626335,89.65103217153775,test,ForgeGuard physics-informed generator
FGOE-00-0028,SIM-RM-00,normal,0.0,1808.9157755383399,74.81188371670257,train,ForgeGuard physics-informed generator
FGOE-00-0029,SIM-RM-01,normal,0.0,1489.7969981276574,43.01710514751814,train,ForgeGuard physics-informed generator
FGOE-00-0030,SIM-RM-02,normal,0.0,2018.4029617904716,67.97673443001928,train,ForgeGuard physics-informed generator
FGOE-00-0031,SIM-RM-03,normal,0.0,1915.236106481189,88.5499200191218,train,ForgeGuard physics-informed generator
FGOE-00-0032,SIM-RM-04,normal,0.0,1984.7183200005907,73.75055804605971,train,ForgeGuard physics-informed generator
FGOE-00-0033,SIM-RM-05,normal,0.0,1909.2071607454136,56.27650686438285,train,ForgeGuard physics-informed generator
FGOE-00-0034,SIM-RM-06,normal,0.0,1380.8178345679394,65.57021724626537,train,ForgeGuard physics-informed generator
FGOE-00-0035,SIM-RM-07,normal,0.0,1564.5846728195293,63.59700506072453,train,ForgeGuard physics-informed generator
FGOE-00-0036,SIM-RM-08,normal,0.0,2203.4030732681663,51.37576401057385,train,ForgeGuard physics-informed generator
FGOE-00-0037,SIM-RM-09,normal,0.0,1408.3027416890661,54.69687244153975,validation,ForgeGuard physics-informed generator
FGOE-00-0038,SIM-RM-10,normal,0.0,1643.5937577666837,81.33415603088265,validation,ForgeGuard physics-informed generator
FGOE-00-0039,SIM-RM-11,normal,0.0,1907.0321523412783,89.87287463744894,test,ForgeGuard physics-informed generator
FGOE-00-0040,SIM-RM-12,normal,0.0,2014.3135403273875,63.44708030080494,test,ForgeGuard physics-informed generator
FGOE-00-0041,SIM-RM-13,normal,0.0,2164.0203846660347,46.68810439353928,test,ForgeGuard physics-informed generator
FGOE-00-0042,SIM-RM-00,normal,0.0,1372.7120731338605,41.30335025429493,train,ForgeGuard physics-informed generator
FGOE-00-0043,SIM-RM-01,normal,0.0,2072.3593505964504,67.33140611759711,train,ForgeGuard physics-informed generator
FGOE-00-0044,SIM-RM-02,normal,0.0,1511.271779033602,70.07313425723544,train,ForgeGuard physics-informed generator
FGOE-00-0045,SIM-RM-03,normal,0.0,1502.3121027131683,83.74242625544153,train,ForgeGuard physics-informed generator
FGOE-00-0046,SIM-RM-04,normal,0.0,1796.1562755740306,61.67148582675377,train,ForgeGuard physics-informed generator
FGOE-00-0047,SIM-RM-05,normal,0.0,1651.5120891478764,79.11978151832218,train,ForgeGuard physics-informed generator
FGOE-00-0048,SIM-RM-06,normal,0.0,1711.8126105533904,41.13549435212707,train,ForgeGuard physics-informed generator
FGOE-00-0049,SIM-RM-07,normal,0.0,1468.0059021205152,102.33283651846602,train,ForgeGuard physics-informed generator
FGOE-00-0050,SIM-RM-08,normal,0.0,2258.580690707607,83.97949936675246,train,ForgeGuard physics-informed generator
FGOE-00-0051,SIM-RM-09,normal,0.0,1615.8699614595196,102.84234641434067,validation,ForgeGuard physics-informed generator
FGOE-00-0052,SIM-RM-10,normal,0.0,2128.7509039657944,85.18231324112969,validation,ForgeGuard physics-informed generator
FGOE-00-0053,SIM-RM-11,normal,0.0,1799.3615021437886,54.05690932916113,test,ForgeGuard physics-informed generator
FGOE-00-0054,SIM-RM-12,normal,0.0,1446.3909621534992,98.18216775806891,test,ForgeGuard physics-informed generator
FGOE-00-0055,SIM-RM-13,normal,0.0,1805.7762898336111,49.16543553566612,test,ForgeGuard physics-informed generator
FGOE-01-0000,SIM-RM-00,imbalance,0.37374094805746216,1655.9566241506525,75.54536982593271,train,ForgeGuard physics-informed generator
FGOE-01-0001,SIM-RM-01,imbalance,0.7536240691656557,2206.614284092376,88.0963670884647,train,ForgeGuard physics-informed generator
FGOE-01-0002,SIM-RM-02,imbalance,0.6588685782389149,1782.0930397751038,78.91161884917102,train,ForgeGuard physics-informed generator
FGOE-01-0003,SIM-RM-03,imbalance,0.5410651815194267,1999.8466015548202,40.911102479792234,train,ForgeGuard physics-informed generator
FGOE-01-0004,SIM-RM-04,imbalance,0.48090284863294974,1391.6141738618926,69.57935734711633,train,ForgeGuard physics-informed generator
FGOE-01-0005,SIM-RM-05,imbalance,0.6613512005243984,1494.5241888660469,42.238207740578616,train,ForgeGuard physics-informed generator
FGOE-01-0006,SIM-RM-06,imbalance,0.6567427977902764,1520.592968536886,99.7584082863758,train,ForgeGuard physics-informed generator
FGOE-01-0007,SIM-RM-07,imbalance,0.2659627097207882,1696.869804534837,76.36408440369917,train,ForgeGuard physics-informed generator
FGOE-01-0008,SIM-RM-08,imbalance,0.7979146590752003,2308.5592132414454,68.76124058600303,train,ForgeGuard physics-informed generator
FGOE-01-0009,SIM-RM-09,imbalance,0.5934948960481646,1432.7299999224385,69.06608315867123,validation,ForgeGuard physics-informed generator
FGOE-01-0010,SIM-RM-10,imbalance,0.5814425807398677,2287.826454974983,75.02096366632529,validation,ForgeGuard physics-informed generator
FGOE-01-0011,SIM-RM-11,imbalance,0.6144706817300765,1616.9756630918937,58.20982981397866,test,ForgeGuard physics-informed generator
FGOE-01-0012,SIM-RM-12,imbalance,0.8284043469360505,1788.9114603050466,36.51284559162313,test,ForgeGuard physics-informed generator
FGOE-01-0013,SIM-RM-13,imbalance,0.6378253004773345,2246.1607718397668,44.817436229902754,test,ForgeGuard physics-informed generator
FGOE-01-0014,SIM-RM-00,imbalance,0.4468636486873058,1458.5757411354436,82.05680651278682,train,ForgeGuard physics-informed generator
FGOE-01-0015,SIM-RM-01,imbalance,0.7880532443423599,2009.4226346919017,85.88962300008178,train,ForgeGuard physics-informed generator
FGOE-01-0016,SIM-RM-02,imbalance,0.41114979362641657,1457.7409459558967,99.12082915963255,train,ForgeGuard physics-informed generator
FGOE-01-0017,SIM-RM-03,imbalance,0.5096455987037072,1387.4125561761798,73.83967285740383,train,ForgeGuard physics-informed generator
FGOE-01-0018,SIM-RM-04,imbalance,0.4719972249759007,2179.789743132413,91.57760304450113,train,ForgeGuard physics-informed generator
FGOE-01-0019,SIM-RM-05,imbalance,0.6105399904622002,2302.899395069745,55.364248669808305,train,ForgeGuard physics-informed generator
FGOE-01-0020,SIM-RM-06,imbalance,0.3652254723074127,1605.9650905676028,100.52304990342743,train,ForgeGuard physics-informed generator
FGOE-01-0021,SIM-RM-07,imbalance,0.9446628948390859,1394.910619392329,65.45679420021266,train,ForgeGuard physics-informed generator
FGOE-01-0022,SIM-RM-08,imbalance,0.8735547436149673,2241.677266254914,87.40256136198644,train,ForgeGuard physics-informed generator
FGOE-01-0023,SIM-RM-09,imbalance,0.4711503362815551,2243.4466396978632,71.32008522705144,validation,ForgeGuard physics-informed generator
FGOE-01-0024,SIM-RM-10,imbalance,0.511560410211597,2122.012432110988,81.31628842174328,validation,ForgeGuard physics-informed generator
FGOE-01-0025,SIM-RM-11,imbalance,0.43372236114600526,1444.4666680615153,87.27527279443183,test,ForgeGuard physics-informed generator
FGOE-01-0026,SIM-RM-12,imbalance,0.33593055268804023,2286.813150533779,51.867940250397936,test,ForgeGuard physics-informed generator
FGOE-01-0027,SIM-RM-13,imbalance,0.37548781571041734,2181.112672124906,45.729902163714584,test,ForgeGuard physics-informed generator
FGOE-01-0028,SIM-RM-00,imbalance,0.38750426600020127,1949.3827915208435,96.21934285862251,train,ForgeGuard physics-informed generator
FGOE-01-0029,SIM-RM-01,imbalance,0.9302784982426772,1660.3236729000948,89.41833867688243,train,ForgeGuard physics-informed generator
FGOE-01-0030,SIM-RM-02,imbalance,0.2597554013957411,1850.7411862023423,45.07282517858755,train,ForgeGuard physics-informed generator
FGOE-01-0031,SIM-RM-03,imbalance,0.7243610715290002,1579.6560299988553,44.22755524505647,train,ForgeGuard physics-informed generator
FGOE-01-0032,SIM-RM-04,imbalance,0.7359837049500205,1471.832504628531,70.44309521344431,train,ForgeGuard physics-informed generator
FGOE-01-0033,SIM-RM-05,imbalance,0.8128871683275839,1931.1166092209023,48.98429561620404,train,ForgeGuard physics-informed generator
FGOE-01-0034,SIM-RM-06,imbalance,0.3417404260901193,2065.4071296158018,86.72888027408791,train,ForgeGuard physics-informed generator
FGOE-01-0035,SIM-RM-07,imbalance,0.5283047356774584,1473.7538036503447,99.92937857045554,train,ForgeGuard physics-informed generator
FGOE-01-0036,SIM-RM-08,imbalance,0.7140049489345077,1650.9486917809397,69.20088317460733,train,ForgeGuard physics-informed generator
FGOE-01-0037,SIM-RM-09,imbalance,0.8973659005184189,2305.62325704697,55.05123588174385,validation,ForgeGuard physics-informed generator
FGOE-01-0038,SIM-RM-10,imbalance,0.6937825781767595,1374.8594913862564,73.86386296287773,validation,ForgeGuard physics-informed generator
FGOE-01-0039,SIM-RM-11,imbalance,0.5433800235214127,1455.8974037507533,44.823771794473885,test,ForgeGuard physics-informed generator
FGOE-01-0040,SIM-RM-12,imbalance,0.9031162551201478,2316.231912143182,76.7229787264061,test,ForgeGuard physics-informed generator
FGOE-01-0041,SIM-RM-13,imbalance,0.7993344144765312,2154.3609156129705,67.71671210887041,test,ForgeGuard physics-informed generator
FGOE-01-0042,SIM-RM-00,imbalance,0.8306000304179154,1367.8367839769878,42.64007977360144,train,ForgeGuard physics-informed generator
FGOE-01-0043,SIM-RM-01,imbalance,0.6215387134193374,2146.817088325162,51.28485193765036,train,ForgeGuard physics-informed generator
FGOE-01-0044,SIM-RM-02,imbalance,0.672175010137108,1956.0158207000109,95.74172676432079,train,ForgeGuard physics-informed generator
FGOE-01-0045,SIM-RM-03,imbalance,0.5481174604614569,1762.5715692736803,61.192883038502785,train,ForgeGuard physics-informed generator
FGOE-01-0046,SIM-RM-04,imbalance,0.5677278174534097,2001.9310255799742,95.72434422266275,train,ForgeGuard physics-informed generator
FGOE-01-0047,SIM-RM-05,imbalance,0.7722099961704124,1597.8395629513582,51.56636540983068,train,ForgeGuard physics-informed generator
FGOE-01-0048,SIM-RM-06,imbalance,0.2965911998686247,2166.5687634239102,42.369465589788746,train,ForgeGuard physics-informed generator
FGOE-01-0049,SIM-RM-07,imbalance,0.8272649333194388,1944.4336637564518,45.23212709348888,train,ForgeGuard physics-informed generator
FGOE-01-0050,SIM-RM-08,imbalance,0.8946793307412151,1660.3346739240744,45.07103530797998,train,ForgeGuard physics-informed generator
FGOE-01-0051,SIM-RM-09,imbalance,0.35752937663444107,1515.5317227352782,54.930405763655486,validation,ForgeGuard physics-informed generator
FGOE-01-0052,SIM-RM-10,imbalance,0.28877678641498206,1465.490063665355,36.4803611435508,validation,ForgeGuard physics-informed generator
FGOE-01-0053,SIM-RM-11,imbalance,0.6638006712776798,1524.6414709358528,38.73673528390228,test,ForgeGuard physics-informed generator
FGOE-01-0054,SIM-RM-12,imbalance,0.4725937678664346,2030.7145267995065,62.554131978241976,test,ForgeGuard physics-informed generator
FGOE-01-0055,SIM-RM-13,imbalance,0.8457921387755442,1854.5262370222301,96.25034595642259,test,ForgeGuard physics-informed generator
FGOE-02-0000,SIM-RM-00,misalignment,0.4157214097730772,1393.475062012792,47.704888671756684,train,ForgeGuard physics-informed generator
FGOE-02-0001,SIM-RM-01,misalignment,0.5413836979922346,1599.387575832212,74.98628562199409,train,ForgeGuard physics-informed generator
FGOE-02-0002,SIM-RM-02,misalignment,0.616627064102346,1399.254119927594,61.15298969217001,train,ForgeGuard physics-informed generator
FGOE-02-0003,SIM-RM-03,misalignment,0.28637330652557297,1451.671902903716,93.34209876519918,train,ForgeGuard physics-informed generator
FGOE-02-0004,SIM-RM-04,misalignment,0.8405024661184269,2274.841869018062,41.93791991059128,train,ForgeGuard physics-informed generator
FGOE-02-0005,SIM-RM-05,misalignment,0.8114181161915155,2252.653143927617,103.56994764106149,train,ForgeGuard physics-informed generator
FGOE-02-0006,SIM-RM-06,misalignment,0.7952974482046903,2129.4775407713287,79.97382931968833,train,ForgeGuard physics-informed generator
FGOE-02-0007,SIM-RM-07,misalignment,0.6099560091332901,1484.5522084131471,72.52476251633462,train,ForgeGuard physics-informed generator
FGOE-02-0008,SIM-RM-08,misalignment,0.5195626472702475,2207.572144122558,67.39595559154611,train,ForgeGuard physics-informed generator
FGOE-02-0009,SIM-RM-09,misalignment,0.3478378876677698,1989.5632712371103,53.65243222505923,validation,ForgeGuard physics-informed generator
FGOE-02-0010,SIM-RM-10,misalignment,0.4127989583702116,1827.877274023746,64.18225580164196,validation,ForgeGuard physics-informed generator
FGOE-02-0011,SIM-RM-11,misalignment,0.4792468950887818,1717.511810115128,60.64747148783732,test,ForgeGuard physics-informed generator
FGOE-02-0012,SIM-RM-12,misalignment,0.45781353219989973,1729.464079726929,83.00203418191617,test,ForgeGuard physics-informed generator
FGOE-02-0013,SIM-RM-13,misalignment,0.586637299810055,2298.8579267153405,99.14436136767246,test,ForgeGuard physics-informed generator
FGOE-02-0014,SIM-RM-00,misalignment,0.8439923421415372,1678.3612050046888,72.48043528810021,train,ForgeGuard physics-informed generator
FGOE-02-0015,SIM-RM-01,misalignment,0.6229055932460181,2002.587340560102,91.30742795629541,train,ForgeGuard physics-informed generator
FGOE-02-0016,SIM-RM-02,misalignment,0.7644252136172035,1982.9176292676207,55.17089299277232,train,ForgeGuard physics-informed generator
FGOE-02-0017,SIM-RM-03,misalignment,0.8525033478281258,1552.4045931257183,83.63586901729488,train,ForgeGuard physics-informed generator
FGOE-02-0018,SIM-RM-04,misalignment,0.31656702376095425,1482.102837301544,78.00658183793439,train,ForgeGuard physics-informed generator
FGOE-02-0019,SIM-RM-05,misalignment,0.9051578758904382,2075.715628271427,40.914525317646415,train,ForgeGuard physics-informed generator
FGOE-02-0020,SIM-RM-06,misalignment,0.8106189232595676,1487.407930037802,102.12161721363563,train,ForgeGuard physics-informed generator
FGOE-02-0021,SIM-RM-07,misalignment,0.8065803872881601,1943.682004466354,89.78368732406828,train,ForgeGuard physics-informed generator
FGOE-02-0022,SIM-RM-08,misalignment,0.6630531267508164,2296.0270628173303,52.73683476874311,train,ForgeGuard physics-informed generator
FGOE-02-0023,SIM-RM-09,misalignment,0.36990391286495217,1445.0491975644013,78.1315990016885,validation,ForgeGuard physics-informed generator
FGOE-02-0024,SIM-RM-10,misalignment,0.5761896070868591,1914.9506114724418,75.07013598236948,validation,ForgeGuard physics-informed generator
FGOE-02-0025,SIM-RM-11,misalignment,0.8094713015584466,1872.6317755131226,88.47463730046115,test,ForgeGuard physics-informed generator
FGOE-02-0026,SIM-RM-12,misalignment,0.9018653649830712,1842.1532155754292,76.97154090658286,test,ForgeGuard physics-informed generator
FGOE-02-0027,SIM-RM-13,misalignment,0.3113963083375379,1469.7335885011228,43.197249613007735,test,ForgeGuard physics-informed generator
FGOE-02-0028,SIM-RM-00,misalignment,0.7920249912992903,2007.863285040528,64.30258105532656,train,ForgeGuard physics-informed generator
FGOE-02-0029,SIM-RM-01,misalignment,0.878856583153075,2021.2314133085924,58.35464308297667,train,ForgeGuard physics-informed generator
FGOE-02-0030,SIM-RM-02,misalignment,0.5049344124404378,2112.532147070652,53.9374458637123,train,ForgeGuard physics-informed generator
FGOE-02-0031,SIM-RM-03,misalignment,0.3534483607795341,1664.4399802042628,46.03281540374998,train,ForgeGuard physics-informed generator
FGOE-02-0032,SIM-RM-04,misalignment,0.5183238759441868,2286.127463375744,65.65328260391273,train,ForgeGuard physics-informed generator
FGOE-02-0033,SIM-RM-05,misalignment,0.9052979907869235,2079.685708677378,73.709514567703,train,ForgeGuard physics-informed generator
FGOE-02-0034,SIM-RM-06,misalignment,0.5134516314365783,2130.3014939093923,68.55586948871783,train,ForgeGuard physics-informed generator
FGOE-02-0035,SIM-RM-07,misalignment,0.9158362620026888,2336.631544924322,85.24321652025505,train,ForgeGuard physics-informed generator
FGOE-02-0036,SIM-RM-08,misalignment,0.6959517187938453,1468.4785772170414,94.53735754335477,train,ForgeGuard physics-informed generator
FGOE-02-0037,SIM-RM-09,misalignment,0.7302674555738141,1471.9216783351126,76.17805999784545,validation,ForgeGuard physics-informed generator
FGOE-02-0038,SIM-RM-10,misalignment,0.8277796578374248,1362.3026858886028,66.80225732892225,validation,ForgeGuard physics-informed generator
FGOE-02-0039,SIM-RM-11,misalignment,0.5596198889475252,1645.3590253440898,67.09836572589857,test,ForgeGuard physics-informed generator
FGOE-02-0040,SIM-RM-12,misalignment,0.7969058248020611,1651.9273914424916,99.2909326860888,test,ForgeGuard physics-informed generator
FGOE-02-0041,SIM-RM-13,misalignment,0.8654400170154216,1460.5884109961105,104.79242604863012,test,ForgeGuard physics-informed generator
FGOE-02-0042,SIM-RM-00,misalignment,0.324493672309968,1633.908437864039,93.58276057626568,train,ForgeGuard physics-informed generator
FGOE-02-0043,SIM-RM-01,misalignment,0.7050875108911578,2349.1047304742387,81.59793152745758,train,ForgeGuard physics-informed generator
FGOE-02-0044,SIM-RM-02,misalignment,0.2702996522431286,1440.4407269841327,97.79233792276378,train,ForgeGuard physics-informed generator
FGOE-02-0045,SIM-RM-03,misalignment,0.793737558484553,1590.828058041147,45.01153126166445,train,ForgeGuard physics-informed generator
FGOE-02-0046,SIM-RM-04,misalignment,0.7093883275292431,1548.2042272128979,98.74467589916196,train,ForgeGuard physics-informed generator
FGOE-02-0047,SIM-RM-05,misalignment,0.2861605419100792,1386.1627104946963,35.38008838900903,train,ForgeGuard physics-informed generator
FGOE-02-0048,SIM-RM-06,misalignment,0.41698697443917193,1955.9251776477277,91.10372676015908,train,ForgeGuard physics-informed generator
FGOE-02-0049,SIM-RM-07,misalignment,0.8106746975491733,2199.408842923073,39.00623581072823,train,ForgeGuard physics-informed generator
FGOE-02-0050,SIM-RM-08,misalignment,0.738684548785046,2277.7954301722802,89.04758793730664,train,ForgeGuard physics-informed generator
FGOE-02-0051,SIM-RM-09,misalignment,0.39124747750333877,2187.980218655383,37.81059096829465,validation,ForgeGuard physics-informed generator
FGOE-02-0052,SIM-RM-10,misalignment,0.7716316898301911,1474.923679305643,70.31716931350905,validation,ForgeGuard physics-informed generator
FGOE-02-0053,SIM-RM-11,misalignment,0.3586490947087636,1980.0118445763987,94.57917698333546,test,ForgeGuard physics-informed generator
FGOE-02-0054,SIM-RM-12,misalignment,0.43953112592246013,2084.6210919351615,48.512904360823285,test,ForgeGuard physics-informed generator
FGOE-02-0055,SIM-RM-13,misalignment,0.6780805241839487,2059.904697281304,103.61433494290773,test,ForgeGuard physics-informed generator
FGOE-03-0000,SIM-RM-00,outer_race,0.27964538610611694,1404.5003149912957,78.1416278949273,train,ForgeGuard physics-informed generator
FGOE-03-0001,SIM-RM-01,outer_race,0.3711894924957523,2234.145711366817,84.67047995704345,train,ForgeGuard physics-informed generator
FGOE-03-0002,SIM-RM-02,outer_race,0.9360190256879347,1441.721005824198,47.84732602162233,train,ForgeGuard physics-informed generator
FGOE-03-0003,SIM-RM-03,outer_race,0.6954858394754437,1808.5606424584898,89.88566638389855,train,ForgeGuard physics-informed generator
FGOE-03-0004,SIM-RM-04,outer_race,0.9122171174906665,1922.4131499586374,45.15911782655348,train,ForgeGuard physics-informed generator
FGOE-03-0005,SIM-RM-05,outer_race,0.7398431612123462,1651.342632514718,75.46120510652796,train,ForgeGuard physics-informed generator
FGOE-03-0006,SIM-RM-06,outer_race,0.3539072929440406,1999.2331552453088,100.84160867868628,train,ForgeGuard physics-informed generator
FGOE-03-0007,SIM-RM-07,outer_race,0.5819181106378326,1858.352738446942,63.28240735185362,train,ForgeGuard physics-informed generator
FGOE-03-0008,SIM-RM-08,outer_race,0.44465288204688014,1469.2175261977445,44.38662269109358,train,ForgeGuard physics-informed generator
FGOE-03-0009,SIM-RM-09,outer_race,0.6776912829256398,1654.7046037608313,64.9532249576945,validation,ForgeGuard physics-informed generator
FGOE-03-0010,SIM-RM-10,outer_race,0.536148176600088,1984.629117418263,63.826762760989915,validation,ForgeGuard physics-informed generator
FGOE-03-0011,SIM-RM-11,outer_race,0.4719286379220665,1567.628526696962,76.18143738863057,test,ForgeGuard physics-informed generator
FGOE-03-0012,SIM-RM-12,outer_race,0.5818928725631192,1386.0598342773637,64.28800309098023,test,ForgeGuard physics-informed generator
FGOE-03-0013,SIM-RM-13,outer_race,0.6460403303023446,1575.592868204211,75.0720553185481,test,ForgeGuard physics-informed generator
FGOE-03-0014,SIM-RM-00,outer_race,0.7067031395647221,2052.0021811103716,80.3563937540847,train,ForgeGuard physics-informed generator
FGOE-03-0015,SIM-RM-01,outer_race,0.6344010685197756,1666.214151824043,90.12025553901677,train,ForgeGuard physics-informed generator
FGOE-03-0016,SIM-RM-02,outer_race,0.502460134115178,1781.41819517989,78.82087366587399,train,ForgeGuard physics-informed generator
FGOE-03-0017,SIM-RM-03,outer_race,0.8704820207065953,1862.7392446067583,86.56939819375542,train,ForgeGuard physics-informed generator
FGOE-03-0018,SIM-RM-04,outer_race,0.6141925803183983,2271.0571972951916,70.25430476281694,train,ForgeGuard physics-informed generator
FGOE-03-0019,SIM-RM-05,outer_race,0.836167653641548,2149.8704107638364,57.01154842209409,train,ForgeGuard physics-informed generator
FGOE-03-0020,SIM-RM-06,outer_race,0.3004414029510606,1844.1416465174234,43.10997070346879,train,ForgeGuard physics-informed generator
FGOE-03-0021,SIM-RM-07,outer_race,0.44642800529355914,2191.993211039463,38.88975418348145,train,ForgeGuard physics-informed generator
FGOE-03-0022,SIM-RM-08,outer_race,0.46972535886139244,1684.1300405015459,47.109611163411564,train,ForgeGuard physics-informed generator
FGOE-03-0023,SIM-RM-09,outer_race,0.8290213971644804,2092.6925667250857,36.02779904920495,validation,ForgeGuard physics-informed generator
FGOE-03-0024,SIM-RM-10,outer_race,0.35752902934244435,2206.548023574558,61.058310123408376,validation,ForgeGuard physics-informed generator
FGOE-03-0025,SIM-RM-11,outer_race,0.5054435527547767,1950.8404079450809,43.37707891054261,test,ForgeGuard physics-informed generator
FGOE-03-0026,SIM-RM-12,outer_race,0.7904734239482099,2308.4291809009724,104.6825130808546,test,ForgeGuard physics-informed generator
FGOE-03-0027,SIM-RM-13,outer_race,0.7437844558388089,1660.9615099207663,83.13655344162648,test,ForgeGuard physics-informed generator
FGOE-03-0028,SIM-RM-00,outer_race,0.2575093514829734,1737.8416951636498,79.86220442103115,train,ForgeGuard physics-informed generator
FGOE-03-0029,SIM-RM-01,outer_race,0.3646259129808071,1559.0576586022414,71.75618120770828,train,ForgeGuard physics-informed generator
FGOE-03-0030,SIM-RM-02,outer_race,0.9423931018785238,1515.9068678765336,93.54130033851666,train,ForgeGuard physics-informed generator
FGOE-03-0031,SIM-RM-03,outer_race,0.9432251650283907,1905.9694280284484,93.73488116171994,train,ForgeGuard physics-informed generator
FGOE-03-0032,SIM-RM-04,outer_race,0.524800901089344,1491.5958885687746,66.37719292780457,train,ForgeGuard physics-informed generator
FGOE-03-0033,SIM-RM-05,outer_race,0.553645319125815,1430.049283646185,87.87311209563211,train,ForgeGuard physics-informed generator
FGOE-03-0034,SIM-RM-06,outer_race,0.3766486565616077,1819.3269341904013,45.54710816692681,train,ForgeGuard physics-informed generator
FGOE-03-0035,SIM-RM-07,outer_race,0.41299659946059436,2257.103622156215,38.12543622819952,train,ForgeGuard physics-informed generator
FGOE-03-0036,SIM-RM-08,outer_race,0.6605116211103571,1642.0593303145283,69.31382796811104,train,ForgeGuard physics-informed generator
FGOE-03-0037,SIM-RM-09,outer_race,0.4205672178389995,1843.2899758506665,40.88807341898174,validation,ForgeGuard physics-informed generator
FGOE-03-0038,SIM-RM-10,outer_race,0.704404335093992,2193.588384762541,79.63120903349213,validation,ForgeGuard physics-informed generator
FGOE-03-0039,SIM-RM-11,outer_race,0.2906759372050131,2020.203255351355,88.40321133276703,test,ForgeGuard physics-informed generator
FGOE-03-0040,SIM-RM-12,outer_race,0.4869195383081282,1716.6083849326124,72.76692046831751,test,ForgeGuard physics-informed generator
FGOE-03-0041,SIM-RM-13,outer_race,0.7880393126215653,2194.4788732871866,68.78007560111058,test,ForgeGuard physics-informed generator
FGOE-03-0042,SIM-RM-00,outer_race,0.8866865707099449,2202.015516881169,70.33540380324487,train,ForgeGuard physics-informed generator
FGOE-03-0043,SIM-RM-01,outer_race,0.48841355691406696,1937.1239405369806,94.51920091836053,train,ForgeGuard physics-informed generator
FGOE-03-0044,SIM-RM-02,outer_race,0.3234858011272494,1848.8169585314852,72.19877287032044,train,ForgeGuard physics-informed generator
FGOE-03-0045,SIM-RM-03,outer_race,0.6915825682553196,1748.5525067015406,99.21363707861732,train,ForgeGuard physics-informed generator
