sample_id,machine_id,fault_mode,severity,rpm,load_percent,split,provenance,sample_rate_hz,signal_length,duration_seconds,last_timestamp_seconds,relative_csv_path,csv_sha256
FGOE-00-0015,SIM-RM-01,normal,0.0,2094.762155907817,102.7256812703947,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0015__normal.csv,e857bebba852e533b5f352777201ddc3000ab84d0cac92e186f5a536fa219a98
FGOE-00-0016,SIM-RM-02,normal,0.0,1675.8253581381518,60.932179422440825,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0016__normal.csv,700ef3f6fef9b534b00197ffc9f2a70bc0f673cfe6fc8ade7c34a6c18dcfec2b
FGOE-00-0017,SIM-RM-03,normal,0.0,1819.5558112758079,48.2629951359,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0017__normal.csv,eb94b55120ee913829e8bd00d4df4915553e9d3be6e6ab1fb8d7c06812863337
FGOE-00-0018,SIM-RM-04,normal,0.0,1479.9215053354717,68.29934483581536,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0018__normal.csv,6fc8b926d6b0541ed94cfd0bd0f6ec5ad5057104306d2330997d66e427e037b3
FGOE-00-0019,SIM-RM-05,normal,0.0,1576.9093490508842,81.88697962777573,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0019__normal.csv,16cf03f94696ec2691516fb383fecfc562ffdd96f3efd71edef9430caa867c5c
FGOE-00-0020,SIM-RM-06,normal,0.0,1787.1519188723307,93.28747372404862,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0020__normal.csv,cc899679c8921328bccecdfee6fcc1fe578076967a3eafb62108e4a2154cc39b
FGOE-00-0021,SIM-RM-07,normal,0.0,2050.265102002249,56.86566489674287,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0021__normal.csv,6fd275e60697cc3818c35cab665b4a15705520671aa98fea6b33df512fe193df
FGOE-00-0022,SIM-RM-08,normal,0.0,2182.259801395201,91.33350502477613,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0022__normal.csv,b91eb7ee70b584aa114af9c1a6a5633b7e44cfb11a9aaf296625baf591c4cb74
FGOE-00-0023,SIM-RM-09,normal,0.0,1737.4783790301744,55.182967275117086,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/normal/FGOE-00-0023__normal.csv,6a2cfd01e7dd569edcf85fd2a97800c36897a44e9a28f604f97899180911a92c
FGOE-00-0024,SIM-RM-10,normal,0.0,2032.4955039749755,44.78267385265168,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/normal/FGOE-00-0024__normal.csv,b08ede767f3841c3539cedfaa5fe4b8d652a8b2341f1a9f65f73fb949b13b1b5
FGOE-00-0025,SIM-RM-11,normal,0.0,1549.9082024751083,35.51535888257039,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/normal/FGOE-00-0025__normal.csv,55d0a2032345081bf6ea8acc89139b2fe0cea77b8d99ed6e88999747edc29d7b
FGOE-00-0026,SIM-RM-12,normal,0.0,2136.9243775021387,81.53955996144225,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/normal/FGOE-00-0026__normal.csv,64a8cbe0cbecb2178688be17c3e2814ceb5917a5ebaa26fa12c93db96fe58843
FGOE-00-0027,SIM-RM-13,normal,0.0,2055.165378626335,89.65103217153775,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/normal/FGOE-00-0027__normal.csv,d4111b89b7472d927c9c0e187498232dea46538bfaef0b5da887e30df6217639
FGOE-00-0028,SIM-RM-00,normal,0.0,1808.9157755383399,74.81188371670257,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0028__normal.csv,8ad43b923fdd0408b7abdaa7d60a074f6b0b09c244bbff87886b5285b145612f
FGOE-00-0029,SIM-RM-01,normal,0.0,1489.7969981276574,43.01710514751814,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0029__normal.csv,f68e7360ed8039d61a385682a149d5b646f1ee357b89b72ece0dc76bc019f9e6
FGOE-00-0030,SIM-RM-02,normal,0.0,2018.4029617904716,67.97673443001928,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0030__normal.csv,7f6bd7faf617a5574c49fd7e3fd5be7a6cf613c8b7e1b65194cd3f1a28a9c498
FGOE-00-0031,SIM-RM-03,normal,0.0,1915.236106481189,88.5499200191218,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0031__normal.csv,1812bb65dd0f39799b46feacf54f7e6f64ef231d4685c977fa379db5bbcb5f79
FGOE-00-0032,SIM-RM-04,normal,0.0,1984.7183200005907,73.75055804605971,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0032__normal.csv,81042a1121f72f813dc9abc99f8cd04a48804500ce114148aa03cf693fc2c508
FGOE-00-0033,SIM-RM-05,normal,0.0,1909.2071607454136,56.27650686438285,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0033__normal.csv,215b68cd95137bcd00175163ba064477cb9f2549c65d1120c550b1b67dc7d59a
FGOE-00-0034,SIM-RM-06,normal,0.0,1380.8178345679394,65.57021724626537,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0034__normal.csv,c96088342fef0fc2ff0e7b5bfe582132d2307f336cb4f445300cd7995caecd8b
FGOE-00-0035,SIM-RM-07,normal,0.0,1564.5846728195293,63.59700506072453,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0035__normal.csv,b778836a0e68a9a87a6b154e7fc026c7d401c278464b7718650b99bbd6ded7ac
FGOE-00-0036,SIM-RM-08,normal,0.0,2203.4030732681663,51.37576401057385,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0036__normal.csv,d2c0f9e81b2b87a9571bbf2687b6c06db6a7afef5bfe8d0bf1124336c3d122ca
FGOE-00-0037,SIM-RM-09,normal,0.0,1408.3027416890661,54.69687244153975,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/normal/FGOE-00-0037__normal.csv,1850f1fd232a07d2f0211f285ec5035e2ab369aefeea51fdd37de391859770c3
FGOE-00-0038,SIM-RM-10,normal,0.0,1643.5937577666837,81.33415603088265,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/normal/FGOE-00-0038__normal.csv,691c44f6f21194336a21d47ef2913dc13a5b4285b0bdef15d59ede6635b10502
FGOE-00-0039,SIM-RM-11,normal,0.0,1907.0321523412783,89.87287463744894,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/normal/FGOE-00-0039__normal.csv,1edbe05d95be915727e3c667c1d5bd9086ab603b8aee094819e5295757a52dba
FGOE-00-0040,SIM-RM-12,normal,0.0,2014.3135403273875,63.44708030080494,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/normal/FGOE-00-0040__normal.csv,aec01eb88210d474886b752a18d74ada7e26c7e97d0ea3f5f67b63f1ce25628d
FGOE-00-0041,SIM-RM-13,normal,0.0,2164.0203846660347,46.68810439353928,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/normal/FGOE-00-0041__normal.csv,ffa5e6ca924e91ff26655f6cae9e0274ca1a3794d07128511cebc5914c52f9e2
FGOE-00-0042,SIM-RM-00,normal,0.0,1372.7120731338605,41.30335025429493,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0042__normal.csv,a069ed609a767bb9a82737634c1eb75ad2a0ffac68e39d5b7dcee58bd688d5a7
FGOE-00-0043,SIM-RM-01,normal,0.0,2072.3593505964504,67.33140611759711,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0043__normal.csv,70eaf63a6cee755affbb165e5cb1b3dabddc1a1e55ea8a9adbcedd2b5bb758b1
FGOE-00-0044,SIM-RM-02,normal,0.0,1511.271779033602,70.07313425723544,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0044__normal.csv,5ac0210387ea2f6b7d4ffeb398377228b3d61fe14cee85c78476166870538365
FGOE-00-0045,SIM-RM-03,normal,0.0,1502.3121027131683,83.74242625544153,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0045__normal.csv,966c4ae2aa0f10308da2688db122f10e81b4f9cbf08f2a493f0f888aba3d8ebb
FGOE-00-0046,SIM-RM-04,normal,0.0,1796.1562755740306,61.67148582675377,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0046__normal.csv,97d69ffd0ccae0a0ad9cc31c6669fa383cf88baa6390e6fcb1ec9acf675c7c89
FGOE-00-0047,SIM-RM-05,normal,0.0,1651.5120891478764,79.11978151832218,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0047__normal.csv,a01a7009019a1cb0bb684a351b040b4bcbe5e25d0480a18e3f366a0d420cf729
FGOE-00-0048,SIM-RM-06,normal,0.0,1711.8126105533904,41.13549435212707,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0048__normal.csv,f66e4884b204e7970d73fbfd24c0ccd14b5ff04809b32c165d509415ec437197
FGOE-00-0049,SIM-RM-07,normal,0.0,1468.0059021205152,102.33283651846602,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0049__normal.csv,828cf822452f616f27a0a79370402550399b5e474199c478ec3f36505542b176
FGOE-00-0050,SIM-RM-08,normal,0.0,2258.580690707607,83.97949936675246,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/normal/FGOE-00-0050__normal.csv,31ba787f52fd9df52ef3c44327586e43ff1a719f9c7563aa6ad8d40932f01ab8
FGOE-00-0051,SIM-RM-09,normal,0.0,1615.8699614595196,102.84234641434067,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/normal/FGOE-00-0051__normal.csv,41018e9b63a1656ae5633ab32aab9246f03910832a8aae87010081f225261f62
FGOE-00-0052,SIM-RM-10,normal,0.0,2128.7509039657944,85.18231324112969,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/normal/FGOE-00-0052__normal.csv,2bae68e0ebf1b4a22f0cb97074e649fa55daca330688a84126ffb2c8ac85ff65
FGOE-00-0053,SIM-RM-11,normal,0.0,1799.3615021437886,54.05690932916113,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/normal/FGOE-00-0053__normal.csv,495f8ab1c3c65fbb07161ed411c3da2ad8124b8be3dfb40fedf4da8249e95004
FGOE-00-0054,SIM-RM-12,normal,0.0,1446.3909621534992,98.18216775806891,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/normal/FGOE-00-0054__normal.csv,d9cc4fc5f7cef165e0fd1675fb4d9d4c3c5eda7ad538dc212ffd8a70b02e6606
FGOE-00-0055,SIM-RM-13,normal,0.0,1805.7762898336111,49.16543553566612,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/normal/FGOE-00-0055__normal.csv,c7b9aab976221f84eff8fd439f0be2a94e89b2ee9a6194ae48182f76340655bc
FGOE-01-0000,SIM-RM-00,imbalance,0.37374094805746216,1655.9566241506525,75.54536982593271,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0000__imbalance.csv,1db46fc60837c3b3db6853ffdb99d2da3a84550062b7aeef4ff551b80a53469d
FGOE-01-0001,SIM-RM-01,imbalance,0.7536240691656557,2206.614284092376,88.0963670884647,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0001__imbalance.csv,98b6962e6e7aeea3f930948d9fc2b89f6edbd4fc1b97b79da94b187396b30a5f
FGOE-01-0002,SIM-RM-02,imbalance,0.6588685782389149,1782.0930397751038,78.91161884917102,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0002__imbalance.csv,78599ce6815c311a1e8000b2f1ddd57d068e6626d2437586e5c9f9e04b2796eb
FGOE-01-0003,SIM-RM-03,imbalance,0.5410651815194267,1999.8466015548202,40.911102479792234,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0003__imbalance.csv,063db09fb027755ed932fcd1bc9d1501ed3098d77e2fdcd84f01266555777ff8
FGOE-01-0004,SIM-RM-04,imbalance,0.48090284863294974,1391.6141738618926,69.57935734711633,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0004__imbalance.csv,e2b0ef3c4008b896f467a9b18b938a017513ae0650bb0d8c47de02198fed71a6
FGOE-01-0005,SIM-RM-05,imbalance,0.6613512005243984,1494.5241888660469,42.238207740578616,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0005__imbalance.csv,2c0f693eced8d5762ebbaa328fabaf7f5ae745cb7a986dfe7d28d24a02aae5b8
FGOE-01-0006,SIM-RM-06,imbalance,0.6567427977902764,1520.592968536886,99.7584082863758,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0006__imbalance.csv,89da2ef4412f152360ba52d1adaf60e6ced334659f83e7af39ea60229965a3d6
FGOE-01-0007,SIM-RM-07,imbalance,0.2659627097207882,1696.869804534837,76.36408440369917,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0007__imbalance.csv,69f70a32996ce5d9a4ef6c4d85c17f0cc5a8ebb030f93b3294d421413cd78d1e
FGOE-01-0008,SIM-RM-08,imbalance,0.7979146590752003,2308.5592132414454,68.76124058600303,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0008__imbalance.csv,a32d3e9f1ea2b46804bf6f69ac0554418932756356360efb21a9ae51324e7378
FGOE-01-0009,SIM-RM-09,imbalance,0.5934948960481646,1432.7299999224385,69.06608315867123,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/imbalance/FGOE-01-0009__imbalance.csv,e6fe77ca40843016890fe768af2682fdefc8ea03a20daf9b2b083ca6cdedd828
FGOE-01-0010,SIM-RM-10,imbalance,0.5814425807398677,2287.826454974983,75.02096366632529,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/imbalance/FGOE-01-0010__imbalance.csv,25a6f6105514b434570c210b4423cc0873c78687faa58949724c2527f42b1bd5
FGOE-01-0011,SIM-RM-11,imbalance,0.6144706817300765,1616.9756630918937,58.20982981397866,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0011__imbalance.csv,4ba449c19286874d3b19bd58d0d7c36105cdd0133e806c5090423237a09af849
FGOE-01-0012,SIM-RM-12,imbalance,0.8284043469360505,1788.9114603050466,36.51284559162313,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0012__imbalance.csv,97e2faa96a55cc5fc2daa18755b4a9b558d0437e749d073b96a680cbd55bd0b8
FGOE-01-0013,SIM-RM-13,imbalance,0.6378253004773345,2246.1607718397668,44.817436229902754,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0013__imbalance.csv,b6427c56b72178c8f1268791d57e53533eb259e59ad345ff83baf9dd33d2ce53
FGOE-01-0014,SIM-RM-00,imbalance,0.4468636486873058,1458.5757411354436,82.05680651278682,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0014__imbalance.csv,70555936048340d2c1569e4e3fa273316f5aa6a35f6b08b5680d8038bf830383
FGOE-01-0015,SIM-RM-01,imbalance,0.7880532443423599,2009.4226346919017,85.88962300008178,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0015__imbalance.csv,6b4c609f14e83af005f8856f3e6ec9b9ecaf6af4521322e3c9c597416f7b18d3
FGOE-01-0016,SIM-RM-02,imbalance,0.41114979362641657,1457.7409459558967,99.12082915963255,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0016__imbalance.csv,07ca7d2b2028209b1ac1fc30e3c88473a51e935e846d39ce14199c2f1f198e0b
FGOE-01-0017,SIM-RM-03,imbalance,0.5096455987037072,1387.4125561761798,73.83967285740383,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0017__imbalance.csv,092058bea61ae4652bcb405a043119c6578c0fcb449f1ccb1a79b2b3f2a1b4b9
FGOE-01-0018,SIM-RM-04,imbalance,0.4719972249759007,2179.789743132413,91.57760304450113,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0018__imbalance.csv,e60d1f6ab738023f8eb8d35f674173f80a309511f9cb81d58d8489e51297c301
FGOE-01-0019,SIM-RM-05,imbalance,0.6105399904622002,2302.899395069745,55.364248669808305,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0019__imbalance.csv,461b9ff8b67cdeaaf78c7dd29349cc21f03d1ba9fee0229a0a48c5ea7fbae690
FGOE-01-0020,SIM-RM-06,imbalance,0.3652254723074127,1605.9650905676028,100.52304990342743,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0020__imbalance.csv,86ed1733e5dc9ca40a8e401727172d246336c1a171ebd53fc7731c5f8840519e
FGOE-01-0021,SIM-RM-07,imbalance,0.9446628948390859,1394.910619392329,65.45679420021266,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0021__imbalance.csv,4445dc942e3f3319501b9e3796dad6829645d8a04c72f80dd195a7dc26e212bb
FGOE-01-0022,SIM-RM-08,imbalance,0.8735547436149673,2241.677266254914,87.40256136198644,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0022__imbalance.csv,551364379b75699659909a18ce01ea74c741090b160e86636fb4e4885fa919ef
FGOE-01-0023,SIM-RM-09,imbalance,0.4711503362815551,2243.4466396978632,71.32008522705144,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/imbalance/FGOE-01-0023__imbalance.csv,e796ec40195e93b99517e27d3361d31ad455ce631f27ef1de70a85292376f838
FGOE-01-0024,SIM-RM-10,imbalance,0.511560410211597,2122.012432110988,81.31628842174328,validation,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,validation/imbalance/FGOE-01-0024__imbalance.csv,0ef77f47b481fe6b2e49e90b58b79ed050e29f2ba580547c6479bfdb6ea19771
FGOE-01-0025,SIM-RM-11,imbalance,0.43372236114600526,1444.4666680615153,87.27527279443183,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0025__imbalance.csv,dcb4916790acbd2b24cb1ed901d6012394beeb88f97ce53f89c84633e9730d07
FGOE-01-0026,SIM-RM-12,imbalance,0.33593055268804023,2286.813150533779,51.867940250397936,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0026__imbalance.csv,480bfc08d6a7c89ad3893943adba608105ede4b85229dd35caff4580600ae42e
FGOE-01-0027,SIM-RM-13,imbalance,0.37548781571041734,2181.112672124906,45.729902163714584,test,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,test/imbalance/FGOE-01-0027__imbalance.csv,3298d150759e5bc82d6636dc021c6abed12ff8d09f6133acf56cb585c3d1cc53
FGOE-01-0028,SIM-RM-00,imbalance,0.38750426600020127,1949.3827915208435,96.21934285862251,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0028__imbalance.csv,1d5b542aba6683923116b47ac3d1375b07ea9580c0ff31e485d2cdd7877ef947
FGOE-01-0029,SIM-RM-01,imbalance,0.9302784982426772,1660.3236729000948,89.41833867688243,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0029__imbalance.csv,1aca7641fad520a456864e4cf7ff50eab53708438e48923beabecf2462593997
FGOE-01-0030,SIM-RM-02,imbalance,0.2597554013957411,1850.7411862023423,45.07282517858755,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0030__imbalance.csv,c3b88c63a1367119ff2e255429a0560904d351695b23ba0870e9a02a70075b75
FGOE-01-0031,SIM-RM-03,imbalance,0.7243610715290002,1579.6560299988553,44.22755524505647,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0031__imbalance.csv,be1f0e6a3dfe477636992f49c0db42da74882ffe4ea50166ed60f4bc8fb7459b
FGOE-01-0032,SIM-RM-04,imbalance,0.7359837049500205,1471.832504628531,70.44309521344431,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0032__imbalance.csv,cca20e3ea7bf34c066779e23ff3618562e930fccbedcc1cafa651297a6602ba5
FGOE-01-0033,SIM-RM-05,imbalance,0.8128871683275839,1931.1166092209023,48.98429561620404,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0033__imbalance.csv,d43f672b4e77035dc1f949b2624d8c7d5fe5d43a41d672618e739be2c721e688
FGOE-01-0034,SIM-RM-06,imbalance,0.3417404260901193,2065.4071296158018,86.72888027408791,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0034__imbalance.csv,db02393ac1564ea5f5d24c30f281b9ec64b391430ff6ebf2579a216243d2f38c
FGOE-01-0035,SIM-RM-07,imbalance,0.5283047356774584,1473.7538036503447,99.92937857045554,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0035__imbalance.csv,03c3ca92d4d0ac17d02502a33c9a31fa93d24d816d24c3c439c799dd2deafa2a
FGOE-01-0036,SIM-RM-08,imbalance,0.7140049489345077,1650.9486917809397,69.20088317460733,train,ForgeGuard physics-informed generator,12000.0,2048,0.170666667,0.170583333,train/imbalance/FGOE-01-0036__imbalance.csv,78c0fcc069d4c36fe8dfeacdc67b3ed692d8e52fc68569c6a7796c699865a2c5
